,"""Bestaetigte_Faelle"""
Arnsberg,4247
Bestwig,856
Brilon,1369
Eslohe,423
Hallenberg,211
Marsberg,1232
Medebach,343
Meschede,1853
Olsberg,711
Schmallenberg,1440
Sundern,1600
Winterberg,544
