,"""Bestaetigte_Faelle"""
Arnsberg,3255
Bestwig,734
Brilon,933
Eslohe,343
Hallenberg,142
Marsberg,754
Medebach,261
Meschede,1553
Olsberg,513
Schmallenberg,1155
Sundern,1308
Winterberg,383
