,"""Bestaetigte_Faelle"""
Arnsberg,3057
Bestwig,705
Brilon,865
Eslohe,337
Hallenberg,140
Marsberg,695
Medebach,256
Meschede,1503
Olsberg,485
Schmallenberg,1141
Sundern,1210
Winterberg,351
