,"""Bestaetigte_Faelle"""
Arnsberg,4555
Bestwig,892
Brilon,1534
Eslohe,439
Hallenberg,225
Marsberg,1265
Medebach,368
Meschede,1941
Olsberg,771
Schmallenberg,1497
Sundern,1661
Winterberg,610
