,"""Bestaetigte_Faelle"""
Arnsberg,2955
Bestwig,686
Brilon,841
Eslohe,328
Hallenberg,138
Marsberg,655
Medebach,249
Meschede,1467
Olsberg,456
Schmallenberg,1133
Sundern,1152
Winterberg,339
