,"""Bestaetigte_Faelle"""
Arnsberg,2969
Bestwig,687
Brilon,841
Eslohe,328
Hallenberg,138
Marsberg,660
Medebach,253
Meschede,1468
Olsberg,460
Schmallenberg,1137
Sundern,1159
Winterberg,342
