,"""Bestaetigte_Faelle"""
Arnsberg,3033
Bestwig,697
Brilon,858
Eslohe,334
Hallenberg,140
Marsberg,692
Medebach,256
Meschede,1487
Olsberg,475
Schmallenberg,1140
Sundern,1191
Winterberg,350
