,"""Bestaetigte_Faelle"""
Arnsberg,3043
Bestwig,699
Brilon,863
Eslohe,337
Hallenberg,140
Marsberg,694
Medebach,256
Meschede,1497
Olsberg,480
Schmallenberg,1140
Sundern,1200
Winterberg,351
