,"""Bestaetigte_Faelle"""
Arnsberg,3008
Bestwig,694
Brilon,853
Eslohe,333
Hallenberg,140
Marsberg,677
Medebach,255
Meschede,1482
Olsberg,465
Schmallenberg,1139
Sundern,1180
Winterberg,344
