,"""Bestaetigte_Faelle"""
Arnsberg,2760
Bestwig,665
Brilon,801
Eslohe,303
Hallenberg,136
Marsberg,629
Medebach,244
Meschede,1338
Olsberg,443
Schmallenberg,1090
Sundern,1065
Winterberg,326
