,"""Bestaetigte_Faelle"""
Arnsberg,2755
Bestwig,665
Brilon,801
Eslohe,303
Hallenberg,136
Marsberg,629
Medebach,244
Meschede,1336
Olsberg,443
Schmallenberg,1089
Sundern,1064
Winterberg,326
