,"""Bestaetigte_Faelle"""
Arnsberg,2944
Bestwig,680
Brilon,836
Eslohe,327
Hallenberg,138
Marsberg,655
Medebach,249
Meschede,1465
Olsberg,455
Schmallenberg,1130
Sundern,1144
Winterberg,337
