,"""Bestaetigte_Faelle"""
Arnsberg,3768
Bestwig,792
Brilon,1159
Eslohe,393
Hallenberg,195
Marsberg,1064
Medebach,309
Meschede,1703
Olsberg,594
Schmallenberg,1260
Sundern,1477
Winterberg,471
