,"""Bestaetigte_Faelle"""
Arnsberg,3365
Bestwig,741
Brilon,971
Eslohe,355
Hallenberg,152
Marsberg,825
Medebach,264
Meschede,1574
Olsberg,522
Schmallenberg,1184
Sundern,1329
Winterberg,388
