,"""Bestaetigte_Faelle"""
Arnsberg,2705
Bestwig,664
Brilon,799
Eslohe,303
Hallenberg,135
Marsberg,622
Medebach,244
Meschede,1315
Olsberg,441
Schmallenberg,1081
Sundern,1048
Winterberg,326
