,"""Bestaetigte_Faelle"""
Arnsberg,3285
Bestwig,734
Brilon,946
Eslohe,343
Hallenberg,142
Marsberg,757
Medebach,262
Meschede,1562
Olsberg,513
Schmallenberg,1160
Sundern,1316
Winterberg,383
