,"""Bestaetigte_Faelle"""
Arnsberg,4144
Bestwig,849
Brilon,1351
Eslohe,418
Hallenberg,208
Marsberg,1200
Medebach,336
Meschede,1817
Olsberg,696
Schmallenberg,1410
Sundern,1579
Winterberg,525
