,"""Bestaetigte_Faelle"""
Arnsberg,2839
Bestwig,669
Brilon,815
Eslohe,323
Hallenberg,137
Marsberg,641
Medebach,245
Meschede,1405
Olsberg,452
Schmallenberg,1105
Sundern,1105
Winterberg,334
