,"""Bestaetigte_Faelle"""
Arnsberg,3551
Bestwig,758
Brilon,1038
Eslohe,381
Hallenberg,162
Marsberg,935
Medebach,291
Meschede,1641
Olsberg,547
Schmallenberg,1224
Sundern,1399
Winterberg,419
