,"""Bestaetigte_Faelle"""
Arnsberg,3066
Bestwig,706
Brilon,872
Eslohe,337
Hallenberg,140
Marsberg,699
Medebach,256
Meschede,1504
Olsberg,490
Schmallenberg,1141
Sundern,1216
Winterberg,351
