,"""Bestaetigte_Faelle"""
Arnsberg,4057
Bestwig,839
Brilon,1324
Eslohe,411
Hallenberg,207
Marsberg,1178
Medebach,326
Meschede,1794
Olsberg,682
Schmallenberg,1387
Sundern,1568
Winterberg,514
