,"""Bestaetigte_Faelle"""
Arnsberg,2774
Bestwig,665
Brilon,801
Eslohe,303
Hallenberg,136
Marsberg,633
Medebach,245
Meschede,1349
Olsberg,443
Schmallenberg,1094
Sundern,1068
Winterberg,327
