,"""Bestaetigte_Faelle"""
Arnsberg,4035
Bestwig,835
Brilon,1310
Eslohe,406
Hallenberg,206
Marsberg,1174
Medebach,322
Meschede,1783
Olsberg,670
Schmallenberg,1377
Sundern,1560
Winterberg,508
