,"""Bestaetigte_Faelle"""
Arnsberg,3298
Bestwig,736
Brilon,949
Eslohe,348
Hallenberg,142
Marsberg,759
Medebach,262
Meschede,1566
Olsberg,515
Schmallenberg,1163
Sundern,1318
Winterberg,383
