,"""Bestaetigte_Faelle"""
Arnsberg,3604
Bestwig,766
Brilon,1070
Eslohe,388
Hallenberg,166
Marsberg,959
Medebach,296
Meschede,1654
Olsberg,558
Schmallenberg,1230
Sundern,1418
Winterberg,428
