,"""Bestaetigte_Faelle"""
Arnsberg,3323
Bestwig,737
Brilon,955
Eslohe,353
Hallenberg,146
Marsberg,766
Medebach,262
Meschede,1568
Olsberg,515
Schmallenberg,1168
Sundern,1323
Winterberg,384
