,"""Bestaetigte_Faelle"""
Arnsberg,3064
Bestwig,706
Brilon,872
Eslohe,337
Hallenberg,140
Marsberg,697
Medebach,256
Meschede,1503
Olsberg,488
Schmallenberg,1141
Sundern,1213
Winterberg,351
