,"""Bestaetigte_Faelle"""
Arnsberg,3264
Bestwig,734
Brilon,935
Eslohe,343
Hallenberg,142
Marsberg,755
Medebach,261
Meschede,1555
Olsberg,513
Schmallenberg,1156
Sundern,1308
Winterberg,383
