,"""Bestaetigte_Faelle"""
Arnsberg,2875
Bestwig,674
Brilon,822
Eslohe,326
Hallenberg,137
Marsberg,644
Medebach,245
Meschede,1423
Olsberg,453
Schmallenberg,1109
Sundern,1116
Winterberg,334
