,"""Bestaetigte_Faelle"""
Arnsberg,2750
Bestwig,665
Brilon,801
Eslohe,303
Hallenberg,136
Marsberg,629
Medebach,244
Meschede,1334
Olsberg,443
Schmallenberg,1089
Sundern,1063
Winterberg,326
