,"""Bestaetigte_Faelle"""
Arnsberg,3316
Bestwig,736
Brilon,955
Eslohe,352
Hallenberg,146
Marsberg,763
Medebach,262
Meschede,1567
Olsberg,515
Schmallenberg,1167
Sundern,1323
Winterberg,384
