,"""Bestaetigte_Faelle"""
Arnsberg,3630
Bestwig,769
Brilon,1093
Eslohe,388
Hallenberg,171
Marsberg,985
Medebach,298
Meschede,1662
Olsberg,569
Schmallenberg,1234
Sundern,1429
Winterberg,436
