,"""Bestaetigte_Faelle"""
Arnsberg,3122
Bestwig,723
Brilon,888
Eslohe,338
Hallenberg,140
Marsberg,719
Medebach,257
Meschede,1512
Olsberg,507
Schmallenberg,1146
Sundern,1242
Winterberg,357
