,"""Bestaetigte_Faelle"""
Arnsberg,3141
Bestwig,723
Brilon,892
Eslohe,338
Hallenberg,141
Marsberg,719
Medebach,257
Meschede,1513
Olsberg,508
Schmallenberg,1150
Sundern,1256
Winterberg,359
