,"""Bestaetigte_Faelle"""
Arnsberg,2861
Bestwig,673
Brilon,820
Eslohe,325
Hallenberg,137
Marsberg,642
Medebach,245
Meschede,1419
Olsberg,453
Schmallenberg,1108
Sundern,1109
Winterberg,334
