,"""Bestaetigte_Faelle"""
Arnsberg,2740
Bestwig,664
Brilon,801
Eslohe,303
Hallenberg,136
Marsberg,629
Medebach,244
Meschede,1318
Olsberg,442
Schmallenberg,1087
Sundern,1057
Winterberg,326
