,"""Bestaetigte_Faelle"""
Arnsberg,2747
Bestwig,665
Brilon,801
Eslohe,303
Hallenberg,136
Marsberg,629
Medebach,244
Meschede,1333
Olsberg,443
Schmallenberg,1089
Sundern,1062
Winterberg,326
