,"""Bestaetigte_Faelle"""
Arnsberg,3330
Bestwig,738
Brilon,958
Eslohe,354
Hallenberg,149
Marsberg,774
Medebach,262
Meschede,1570
Olsberg,515
Schmallenberg,1170
Sundern,1324
Winterberg,384
