,"""Bestaetigte_Faelle"""
Arnsberg,3896
Bestwig,810
Brilon,1228
Eslohe,398
Hallenberg,202
Marsberg,1131
Medebach,315
Meschede,1743
Olsberg,628
Schmallenberg,1324
Sundern,1513
Winterberg,488
