,"""Bestaetigte_Faelle"""
Arnsberg,2986
Bestwig,692
Brilon,850
Eslohe,332
Hallenberg,140
Marsberg,668
Medebach,255
Meschede,1476
Olsberg,463
Schmallenberg,1138
Sundern,1167
Winterberg,343
