,"""Bestaetigte_Faelle"""
Arnsberg,5113
Bestwig,977
Brilon,1827
Eslohe,475
Hallenberg,258
Marsberg,1372
Medebach,454
Meschede,2145
Olsberg,882
Schmallenberg,1620
Sundern,1880
Winterberg,817
