,"""Bestaetigte_Faelle"""
Arnsberg,3787
Bestwig,797
Brilon,1165
Eslohe,393
Hallenberg,195
Marsberg,1082
Medebach,311
Meschede,1709
Olsberg,599
Schmallenberg,1268
Sundern,1484
Winterberg,475
