,"""Bestaetigte_Faelle"""
Arnsberg,3220
Bestwig,731
Brilon,919
Eslohe,339
Hallenberg,141
Marsberg,742
Medebach,259
Meschede,1529
Olsberg,511
Schmallenberg,1153
Sundern,1288
Winterberg,366
