,"""Bestaetigte_Faelle"""
Arnsberg,3993
Bestwig,820
Brilon,1284
Eslohe,405
Hallenberg,205
Marsberg,1167
Medebach,317
Meschede,1766
Olsberg,657
Schmallenberg,1358
Sundern,1544
Winterberg,503
