,"""Bestaetigte_Faelle"""
Arnsberg,4044
Bestwig,836
Brilon,1311
Eslohe,407
Hallenberg,207
Marsberg,1175
Medebach,325
Meschede,1787
Olsberg,678
Schmallenberg,1381
Sundern,1564
Winterberg,512
