,"""Bestaetigte_Faelle"""
Arnsberg,2739
Bestwig,664
Brilon,801
Eslohe,303
Hallenberg,136
Marsberg,629
Medebach,244
Meschede,1317
Olsberg,442
Schmallenberg,1085
Sundern,1056
Winterberg,326
