,"""Bestaetigte_Faelle"""
Arnsberg,2832
Bestwig,668
Brilon,815
Eslohe,322
Hallenberg,137
Marsberg,641
Medebach,245
Meschede,1404
Olsberg,452
Schmallenberg,1103
Sundern,1097
Winterberg,334
