,"""Bestaetigte_Faelle"""
Arnsberg,2900
Bestwig,678
Brilon,825
Eslohe,326
Hallenberg,137
Marsberg,647
Medebach,246
Meschede,1425
Olsberg,455
Schmallenberg,1114
Sundern,1119
Winterberg,334
