,"""Bestaetigte_Faelle"""
Arnsberg,4268
Bestwig,856
Brilon,1374
Eslohe,423
Hallenberg,211
Marsberg,1232
Medebach,343
Meschede,1854
Olsberg,711
Schmallenberg,1445
Sundern,1600
Winterberg,546
