,"""Bestaetigte_Faelle"""
Arnsberg,3539
Bestwig,757
Brilon,1036
Eslohe,379
Hallenberg,162
Marsberg,930
Medebach,291
Meschede,1637
Olsberg,542
Schmallenberg,1221
Sundern,1393
Winterberg,415
