,"""Bestaetigte_Faelle"""
Arnsberg,2719
Bestwig,664
Brilon,800
Eslohe,303
Hallenberg,135
Marsberg,626
Medebach,244
Meschede,1315
Olsberg,442
Schmallenberg,1083
Sundern,1048
Winterberg,326
