,"""Bestaetigte_Faelle"""
Arnsberg,3559
Bestwig,758
Brilon,1040
Eslohe,382
Hallenberg,162
Marsberg,940
Medebach,291
Meschede,1646
Olsberg,552
Schmallenberg,1224
Sundern,1401
Winterberg,421
