,"""Bestaetigte_Faelle"""
Arnsberg,6383
Bestwig,1217
Brilon,2461
Eslohe,654
Hallenberg,323
Marsberg,1717
Medebach,596
Meschede,2591
Olsberg,1136
Schmallenberg,2043
Sundern,2284
Winterberg,1405
