,"""Bestaetigte_Faelle"""
Arnsberg,4783
Bestwig,909
Brilon,1653
Eslohe,451
Hallenberg,230
Marsberg,1310
Medebach,387
Meschede,2016
Olsberg,807
Schmallenberg,1544
Sundern,1727
Winterberg,658
