,"""Bestaetigte_Faelle"""
Arnsberg,2796
Bestwig,667
Brilon,811
Eslohe,303
Hallenberg,137
Marsberg,640
Medebach,245
Meschede,1378
Olsberg,447
Schmallenberg,1100
Sundern,1082
Winterberg,328
