,"""Bestaetigte_Faelle"""
Arnsberg,3529
Bestwig,753
Brilon,1030
Eslohe,375
Hallenberg,159
Marsberg,925
Medebach,285
Meschede,1629
Olsberg,541
Schmallenberg,1216
Sundern,1387
Winterberg,408
