,02_01_2022
Westerheim,9
Schelklingen,29
Laichingen,30
Heroldstatt,4
Allmendingen,12
Blaubeuren,36
Merklingen,3
Berghülen,3
Nellingen,6
Altheim,1
Öpfingen,6
Oberdischingen,6
Erbach,54
Blaustein,60
Dornstadt,48
Amstetten,18
Lonsee,16
Westerstetten,3
Beimerstetten,12
Weidenstetten,5
Staig,27
Altheim (Alb),2
Holzkirch,0
Breitingen,1
Illerkirchberg,25
Bernstadt,8
Langenau,65
Neenstetten,3
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,3
Öllingen,0
Rammingen,0
Asselfingen,2
Balzheim,8
Grundsheim,1
Oberstadion,4
Emerkingen,2
Obermarchtal,2
Unterwachingen,1
Unterstadion,1
Dietenheim,20
Hausen am Bussen,0
Ehingen,39
Munderkingen,4
Rottenacker,5
Untermarchtal,0
Lauterach,2
Illerrieden,15
Schnürpflingen,5
Griesingen,1
Hüttisheim,3
Emeringen,0
Rechtenstein,1
Ulm,662
