,12_02_2021
Westerheim,1
Schelklingen,3
Laichingen,9
Heroldstatt,0
Allmendingen,4
Blaubeuren,5
Merklingen,0
Berghülen,0
Nellingen,1
Altheim,0
Öpfingen,2
Oberdischingen,1
Erbach,10
Blaustein,12
Dornstadt,7
Amstetten,1
Lonsee,0
Westerstetten,1
Beimerstetten,1
Weidenstetten,0
Staig,3
Altheim (Alb),1
Holzkirch,0
Breitingen,0
Illerkirchberg,1
Bernstadt,0
Langenau,11
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,1
Asselfingen,1
Balzheim,1
Grundsheim,0
Oberstadion,0
Emerkingen,1
Obermarchtal,3
Unterwachingen,0
Unterstadion,0
Dietenheim,3
Hausen am Bussen,1
Ehingen,20
Munderkingen,1
Rottenacker,1
Untermarchtal,0
Lauterach,0
Illerrieden,1
Schnürpflingen,1
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,1
Ulm,84
