,10_26_2021
Westerheim,1
Schelklingen,3
Laichingen,2
Heroldstatt,0
Allmendingen,3
Blaubeuren,2
Merklingen,2
Berghülen,2
Nellingen,0
Altheim,0
Öpfingen,1
Oberdischingen,3
Erbach,5
Blaustein,8
Dornstadt,0
Amstetten,1
Lonsee,3
Westerstetten,2
Beimerstetten,0
Weidenstetten,1
Staig,1
Altheim (Alb),4
Holzkirch,0
Breitingen,0
Illerkirchberg,4
Bernstadt,0
Langenau,17
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,1
Setzingen,0
Öllingen,0
Rammingen,0
Asselfingen,0
Balzheim,2
Grundsheim,1
Oberstadion,0
Emerkingen,0
Obermarchtal,2
Unterwachingen,0
Unterstadion,0
Dietenheim,3
Hausen am Bussen,0
Ehingen (Donau),16
Munderkingen,0
Rottenacker,0
Untermarchtal,1
Lauterach,0
Illerrieden,1
Schnürpflingen,0
Griesingen,1
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,51
