,11_25_2021
Westerheim,5
Schelklingen,11
Laichingen,14
Heroldstatt,2
Allmendingen,2
Blaubeuren,12
Merklingen,1
Berghülen,0
Nellingen,5
Altheim,0
Öpfingen,9
Oberdischingen,2
Erbach,7
Blaustein,12
Dornstadt,9
Amstetten,17
Lonsee,6
Westerstetten,2
Beimerstetten,4
Weidenstetten,2
Staig,4
Altheim (Alb),9
Holzkirch,0
Breitingen,2
Illerkirchberg,4
Bernstadt,2
Langenau,15
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,1
Asselfingen,5
Balzheim,2
Grundsheim,0
Oberstadion,1
Emerkingen,0
Obermarchtal,3
Unterwachingen,1
Unterstadion,0
Dietenheim,16
Hausen am Bussen,0
Ehingen (Donau),29
Munderkingen,4
Rottenacker,1
Untermarchtal,0
Lauterach,1
Illerrieden,6
Schnürpflingen,1
Griesingen,0
Hüttisheim,2
Emeringen,0
Rechtenstein,2
Ulm,151
