,11_16_2021
Westerheim,4
Schelklingen,2
Laichingen,22
Heroldstatt,4
Allmendingen,4
Blaubeuren,6
Merklingen,0
Berghülen,3
Nellingen,3
Altheim,2
Öpfingen,4
Oberdischingen,4
Erbach,7
Blaustein,17
Dornstadt,4
Amstetten,7
Lonsee,4
Westerstetten,0
Beimerstetten,3
Weidenstetten,0
Staig,5
Altheim (Alb),3
Holzkirch,0
Breitingen,1
Illerkirchberg,8
Bernstadt,2
Langenau,8
Neenstetten,1
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,0
Öllingen,0
Rammingen,0
Asselfingen,1
Balzheim,7
Grundsheim,1
Oberstadion,0
Emerkingen,0
Obermarchtal,2
Unterwachingen,0
Unterstadion,0
Dietenheim,16
Hausen am Bussen,3
Ehingen (Donau),18
Munderkingen,1
Rottenacker,2
Untermarchtal,1
Lauterach,0
Illerrieden,0
Schnürpflingen,2
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,100
