,02_03_2022
Westerheim,8
Schelklingen,18
Laichingen,58
Heroldstatt,5
Allmendingen,9
Blaubeuren,45
Merklingen,2
Berghülen,8
Nellingen,9
Altheim,0
Öpfingen,8
Oberdischingen,11
Erbach,91
Blaustein,78
Dornstadt,43
Amstetten,14
Lonsee,42
Westerstetten,18
Beimerstetten,14
Weidenstetten,3
Staig,22
Altheim (Alb),6
Holzkirch,1
Breitingen,0
Illerkirchberg,12
Bernstadt,20
Langenau,86
Neenstetten,3
Börslingen,0
Ballendorf,2
Nerenstetten,2
Setzingen,3
Öllingen,3
Rammingen,6
Asselfingen,6
Balzheim,13
Grundsheim,0
Oberstadion,1
Emerkingen,3
Obermarchtal,5
Unterwachingen,0
Unterstadion,4
Dietenheim,47
Hausen am Bussen,0
Ehingen,91
Munderkingen,10
Rottenacker,6
Untermarchtal,1
Lauterach,1
Illerrieden,27
Schnürpflingen,7
Griesingen,4
Hüttisheim,5
Emeringen,0
Rechtenstein,3
Ulm,653
