,01_23_2022
Westerheim,1
Schelklingen,6
Laichingen,5
Heroldstatt,0
Allmendingen,6
Blaubeuren,7
Merklingen,3
Berghülen,0
Nellingen,0
Altheim,1
Öpfingen,2
Oberdischingen,0
Erbach,10
Blaustein,3
Dornstadt,1
Amstetten,1
Lonsee,0
Westerstetten,0
Beimerstetten,0
Weidenstetten,0
Staig,0
Altheim (Alb),0
Holzkirch,0
Breitingen,0
Illerkirchberg,2
Bernstadt,3
Langenau,9
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,1
Setzingen,0
Öllingen,0
Rammingen,0
Asselfingen,0
Balzheim,1
Grundsheim,0
Oberstadion,1
Emerkingen,0
Obermarchtal,1
Unterwachingen,1
Unterstadion,0
Dietenheim,0
Hausen am Bussen,1
Ehingen,27
Munderkingen,2
Rottenacker,1
Untermarchtal,0
Lauterach,0
Illerrieden,0
Schnürpflingen,0
Griesingen,1
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,59
