,12_16_2021
Westerheim,3
Schelklingen,4
Laichingen,4
Heroldstatt,0
Allmendingen,0
Blaubeuren,5
Merklingen,0
Berghülen,0
Nellingen,1
Altheim,0
Öpfingen,6
Oberdischingen,0
Erbach,11
Blaustein,9
Dornstadt,4
Amstetten,5
Lonsee,2
Westerstetten,0
Beimerstetten,1
Weidenstetten,0
Staig,3
Altheim (Alb),1
Holzkirch,0
Breitingen,0
Illerkirchberg,0
Bernstadt,0
Langenau,2
Neenstetten,0
Börslingen,0
Ballendorf,0
Nerenstetten,0
Setzingen,1
Öllingen,0
Rammingen,1
Asselfingen,0
Balzheim,2
Grundsheim,0
Oberstadion,0
Emerkingen,0
Obermarchtal,1
Unterwachingen,0
Unterstadion,0
Dietenheim,6
Hausen am Bussen,0
Ehingen,11
Munderkingen,0
Rottenacker,1
Untermarchtal,0
Lauterach,0
Illerrieden,2
Schnürpflingen,1
Griesingen,0
Hüttisheim,0
Emeringen,0
Rechtenstein,0
Ulm,69
